,species,country_of_origin,altitude_mean_meters,harvest_year,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,sweetness,moisture,clean_cup,quakers,category_one_defects,category_two_defects,total_cup_points
559,Arabica,Kenya,1754.0,2017,Washed,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,0.1,10.0,0,0,3,82.83
560,Arabica,Guatemala,1700.0,2017,Washed,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,0.11,10.0,1,1,2,82.83
561,Arabica,Brazil,905.0,2015,Honey,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,0.11,10.0,2,0,2,82.83
562,Arabica,El Salvador,1250.0,2016,Washed,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,0.0,10.0,0,0,4,82.83
563,Arabica,Rwanda,1900.0,2015,Washed,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,0.11,9.33,0,0,0,82.83
564,Arabica,Vietnam,1040.0,2014,Other,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,0.11,10.0,0,11,0,82.83
565,Arabica,Guatemala,371.61216,2015,Washed,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,0.11,10.0,0,0,2,82.83
566,Arabica,Brazil,900.0,2015,Natural,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,0.12,10.0,0,2,6,82.83
567,Arabica,Colombia,1600.0,2014,Washed,7.83,7.67,7.5,7.58,7.5,7.67,10.0,10.0,0.0,10.0,0,0,1,82.83
568,Arabica,United States,1200.0,2014,Other,7.42,7.58,7.25,7.5,7.75,7.75,10.0,10.0,0.0,10.0,0,0,9,82.83
569,Arabica,Guatemala,1500.0,2014,Washed,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,0.1,10.0,0,0,4,82.83
570,Arabica,Colombia,1800.0,2013,Natural,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,0.0,10.0,0,4,4,82.83
571,Arabica,Colombia,1775.0,2013,Washed,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,0.11,10.0,0,0,3,82.83
572,Arabica,"Tanzania, United Republic Of",1400.0,2012,Washed,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,0.11,10.0,0,0,5,82.83
573,Arabica,Mexico,1550.0,2012,Washed,7.58,7.67,7.5,7.58,7.5,7.5,10.0,10.0,0.12,10.0,0,2,10,82.83
574,Arabica,Mexico,1250.0,2012,Washed,7.67,7.58,7.42,7.75,7.42,7.42,10.0,10.0,0.12,10.0,0,0,7,82.83
575,Arabica,Guatemala,399.48307200000005,2012,Washed,7.67,7.67,7.33,7.5,7.33,7.92,10.0,10.0,0.11,10.0,0,0,10,82.83
576,Arabica,Mexico,1380.0,2012,Washed,7.58,7.58,7.5,7.42,7.67,7.58,10.0,10.0,0.11,10.0,0,0,2,82.83
577,Arabica,El Salvador,1200.0,2010,Washed,7.75,7.58,7.75,7.75,7.25,7.5,10.0,10.0,0.0,10.0,0,1,3,82.83
578,Arabica,Guatemala,1100.0,,Washed,7.5,7.58,7.42,7.67,7.58,7.5,10.0,10.0,0.1,10.0,1,0,3,82.75
579,Arabica,Guatemala,1800.0,2017,Washed,7.58,7.67,7.5,7.58,7.5,7.42,10.0,10.0,0.11,10.0,0,0,8,82.75
580,Arabica,Guatemala,1700.0,2017,Washed,7.5,7.67,7.17,7.67,7.67,7.58,10.0,10.0,0.11,10.0,0,0,4,82.75
581,Arabica,Guatemala,371.61216,2017,Washed,7.5,7.5,7.42,7.58,7.67,7.5,10.0,10.0,0.1,10.0,0,0,1,82.75
582,Arabica,Guatemala,371.61216,2017,Washed,7.42,7.58,7.42,7.67,7.5,7.5,10.0,10.0,0.1,10.0,0,0,1,82.75
583,Arabica,Indonesia,1500.0,2017,Other,7.5,7.58,7.42,7.58,7.58,7.5,10.0,10.0,0.12,10.0,0,0,15,82.75
584,Arabica,Guatemala,48.12377472000001,2017,Washed,7.58,7.58,7.33,7.58,7.33,7.67,10.0,10.0,0.12,10.0,0,0,0,82.75
585,Arabica,Taiwan,650.0,2016,Natural,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10.0,0.0,10.0,0,0,0,82.75
586,Arabica,El Salvador,1250.0,2017,Washed,7.67,7.67,7.17,7.33,7.58,7.67,10.0,10.0,0.0,10.0,0,0,4,82.75
587,Arabica,Costa Rica,1850.0,2016,Washed,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,0.09,10.0,0,0,1,82.75
588,Arabica,Honduras,1400.0,2017,Natural,7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,0.09,10.0,1,0,6,82.75
589,Arabica,Brazil,905.0,2015,Honey,7.5,7.5,7.58,7.5,7.58,7.58,10.0,10.0,0.11,10.0,2,0,1,82.75
590,Arabica,China,1100.0,2015,Natural,7.67,7.5,7.33,7.33,7.67,7.67,10.0,10.0,0.1,10.0,0,0,0,82.75
591,Arabica,China,1500.0,2015,Washed,7.5,7.67,7.42,7.67,7.5,7.5,10.0,10.0,0.11,10.0,0,0,2,82.75
592,Arabica,Colombia,1775.0,2014,Washed,7.5,7.58,7.58,7.75,7.33,7.5,10.0,10.0,0.0,10.0,0,0,2,82.75
593,Arabica,Malawi,1442.0,2014,Washed,7.75,7.58,7.42,7.5,7.33,7.5,10.0,10.0,0.12,10.0,0,0,0,82.75
594,Arabica,Guatemala,464.51520000000005,2014,Washed,7.75,7.42,7.25,7.75,7.5,7.67,10.0,10.0,0.13,10.0,0,0,2,82.75
595,Arabica,Colombia,165.0,2014,Washed,7.67,7.42,7.42,7.58,7.33,7.67,10.0,10.0,0.12,10.0,0,0,0,82.75
596,Arabica,United States (Hawaii),,2013,Natural,7.67,7.58,7.42,7.83,7.33,7.5,10.0,10.0,0.1,10.0,0,6,0,82.75
597,Arabica,United States (Hawaii),,2013,Natural,7.58,7.83,7.75,7.75,7.42,8.0,9.33,10.0,0.1,9.33,0,0,0,82.75
598,Arabica,Colombia,1300.0,2013,Washed,7.58,7.33,7.17,7.33,7.25,8.58,10.0,10.0,0.1,10.0,0,0,2,82.75
599,Arabica,Mexico,1550.0,2013,Washed,7.58,7.58,7.5,7.5,7.5,7.5,10.0,10.0,0.12,10.0,0,0,6,82.75
600,Arabica,Mexico,1200.0,2012,Washed,7.58,7.58,7.33,7.75,7.25,7.58,10.0,10.0,0.12,10.0,0,0,0,82.75
601,Arabica,Mexico,1200.0,2012,Natural,8.08,8.17,8.0,8.0,7.83,7.92,6.67,10.0,0.12,10.0,0,1,4,82.75
602,Arabica,Colombia,1625.0,2012,Washed,7.5,7.58,7.42,7.67,7.5,7.58,10.0,10.0,0.0,10.0,0,0,0,82.75
603,Arabica,Colombia,1775.0,2012,Washed,7.67,7.58,7.58,7.58,7.5,7.42,10.0,10.0,0.11,10.0,0,0,3,82.75
604,Arabica,United States (Hawaii),,2012,Washed,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10.0,0.12,10.0,0,0,0,82.75
605,Arabica,Panama,1100.0,2012,Washed,7.42,7.42,7.5,7.58,7.5,7.75,10.0,10.0,0.0,10.0,0,0,4,82.75
606,Arabica,United States (Hawaii),,,Natural,7.75,7.67,7.5,7.83,7.17,7.42,10.0,10.0,0.0,10.0,0,0,2,82.75
607,Arabica,Brazil,890.0,2017,Natural,7.5,7.58,7.25,7.75,7.58,7.5,10.0,10.0,0.0,10.0,0,0,4,82.67
608,Arabica,Brazil,934.0,2016,Natural,7.5,7.58,7.5,7.67,7.5,7.42,10.0,10.0,0.11,10.0,2,0,3,82.67
609,Arabica,Laos,1300.0,2015,Washed,7.67,7.67,7.42,7.42,7.42,7.5,10.0,10.0,0.13,10.0,0,0,0,82.67
610,Arabica,El Salvador,1200.0,2016,Washed,7.67,7.67,7.67,7.67,7.5,7.67,10.0,9.33,0.0,10.0,0,0,7,82.67
611,Arabica,Mexico,1300.0,2016,Washed,7.5,7.67,7.42,7.75,7.42,7.17,10.0,10.0,0.11,10.0,2,0,3,82.67
612,Arabica,Colombia,,2015,Washed,7.75,7.5,7.33,7.58,7.33,7.75,10.0,10.0,0.0,10.0,0,1,9,82.67
613,Arabica,Brazil,1.0,2015,Natural,7.58,7.5,7.42,7.67,7.5,7.5,10.0,10.0,0.0,10.0,0,0,0,82.67
614,Arabica,Brazil,,2014,Natural,7.33,7.5,7.58,7.58,7.67,7.5,10.0,10.0,0.12,10.0,0,0,9,82.67
615,Arabica,"Tanzania, United Republic Of",1700.0,2014,Washed,7.5,7.5,7.5,7.5,7.5,7.58,10.0,10.0,0.12,10.0,0,0,0,82.67
616,Arabica,"Tanzania, United Republic Of",1550.0,2014,Washed,7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,0.12,10.0,0,0,4,82.67
617,Arabica,Taiwan,1200.0,2014,Washed,8.0,7.83,7.83,7.42,7.25,7.25,10.0,10.0,0.08,10.0,0,0,0,82.67
618,Arabica,Mexico,1296.0,2014,Natural,7.67,7.58,7.42,7.5,7.42,7.5,10.0,10.0,0.11,10.0,0,0,0,82.67
619,Arabica,Uganda,1650.0,2013,Washed,7.67,7.5,7.33,7.67,7.5,7.5,10.0,10.0,0.12,10.0,0,0,0,82.67
620,Arabica,Taiwan,1240.0,2013,Washed,7.67,7.5,7.5,7.5,7.5,7.5,10.0,10.0,0.11,10.0,0,0,0,82.67
621,Arabica,Thailand,1500.0,2013,Washed,7.42,7.5,7.5,7.67,7.58,7.5,10.0,10.0,0.11,10.0,0,0,0,82.67
622,Arabica,Colombia,1800.0,2012,Washed,7.75,7.58,7.67,7.25,7.58,7.42,10.0,10.0,0.11,10.0,0,0,3,82.67
623,Arabica,El Salvador,,2012,Washed,7.92,8.0,7.5,6.75,7.92,7.58,10.0,9.33,0.0,10.0,0,0,17,82.67
624,Arabica,Guatemala,1500.0,2012,Washed,7.67,7.67,7.17,7.67,7.5,7.5,10.0,10.0,0.11,10.0,0,0,0,82.67
625,Arabica,Thailand,,2012,Washed,7.83,7.33,7.83,7.33,7.58,7.83,10.0,9.33,0.12,10.0,0,0,0,82.67
626,Arabica,Mexico,1100.0,2012,Washed,7.58,7.58,7.42,7.58,7.42,7.5,10.0,10.0,0.11,10.0,0,0,2,82.67
627,Arabica,Mexico,950.0,2012,Washed,7.5,7.58,7.58,7.58,7.42,7.42,10.0,10.0,0.12,10.0,0,0,0,82.67
628,Arabica,Colombia,1750.0,2011,Washed,7.33,7.58,7.42,7.42,7.67,7.67,10.0,10.0,0.11,10.0,0,0,0,82.67
629,Arabica,United States (Hawaii),,,Natural,7.83,7.67,7.5,7.67,7.5,7.58,10.0,9.33,0.03,10.0,0,2,0,82.67
630,Arabica,Mexico,1400.0,2010,Washed,7.75,7.58,7.25,7.75,7.67,7.58,10.0,10.0,0.0,10.0,0,0,1,82.67
631,Arabica,Colombia,1800.0,,Washed,8.08,7.67,7.67,7.33,7.33,7.17,10.0,10.0,0.08,10.0,0,0,3,82.67
632,Arabica,Colombia,,2009,Natural,7.5,7.42,7.33,7.33,7.67,7.83,10.0,10.0,0.21,10.0,0,0,2,82.67
633,Arabica,Guatemala,371.61216,2017,Washed,7.5,7.42,7.42,7.75,7.5,7.5,10.0,10.0,0.1,10.0,1,0,2,82.58
634,Arabica,Taiwan,1050.0,2016,Honey,7.67,7.42,7.5,7.42,7.58,7.5,10.0,10.0,0.11,10.0,5,0,0,82.58
635,Arabica,Brazil,,2016,Honey,7.5,7.58,7.42,7.5,7.75,7.33,10.0,10.0,0.11,10.0,0,0,7,82.58
636,Arabica,Taiwan,200.0,2016,Other,7.25,7.25,7.0,7.08,7.0,7.0,10.0,10.0,0.11,10.0,0,0,0,82.58
637,Arabica,Brazil,,2016,Natural,7.42,7.42,7.5,7.33,7.25,7.67,10.0,10.0,0.0,10.0,9,1,2,82.58
638,Arabica,Indonesia,1250.0,2015,Semi-washed,7.83,7.58,7.42,7.33,7.42,7.5,10.0,10.0,0.13,10.0,0,0,6,82.58
639,Arabica,Thailand,800.0,2014,Washed,7.75,7.33,7.42,7.67,7.42,7.5,10.0,10.0,0.12,10.0,0,0,0,82.58
640,Arabica,Thailand,1450.0,2014,Washed,7.42,7.58,7.58,7.42,7.58,7.5,10.0,10.0,0.12,10.0,0,0,1,82.58
641,Arabica,"Tanzania, United Republic Of",1317.0,2014,Washed,7.75,7.42,7.33,7.5,7.58,7.5,10.0,10.0,0.12,10.0,0,0,1,82.58
642,Arabica,Uganda,1650.0,2013,Natural,7.83,7.5,7.42,7.58,7.42,7.42,10.0,10.0,0.12,10.0,0,0,0,82.58
643,Arabica,Costa Rica,1300.0,2013,Washed,7.67,7.42,7.5,7.67,7.0,7.75,10.0,10.0,0.11,10.0,0,0,3,82.58
644,Arabica,Mexico,,2014,Washed,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10.0,0.0,10.0,0,0,11,82.58
645,Arabica,Guatemala,,2012,Natural,7.5,7.58,7.42,7.58,7.42,7.58,10.0,10.0,0.0,10.0,0,0,4,82.58
646,Arabica,Colombia,1750.0,2013,Washed,7.75,7.25,7.33,7.42,7.5,7.83,10.0,10.0,0.11,10.0,0,0,3,82.58
647,Arabica,Colombia,1750.0,2012,Washed,7.75,7.5,7.75,7.25,7.33,7.58,10.0,10.0,0.11,10.0,0,0,3,82.58
648,Arabica,Colombia,1750.0,2013,Washed,7.58,7.5,7.42,7.58,7.67,7.42,10.0,10.0,0.11,10.0,0,0,0,82.58
649,Arabica,Mexico,1250.0,2012,Washed,7.5,7.58,7.5,7.5,7.42,7.5,10.0,10.0,0.1,10.0,0,0,6,82.58
650,Arabica,Mexico,1150.0,2012,Washed,7.67,7.58,7.58,7.75,7.67,6.83,10.0,10.0,0.12,10.0,0,0,0,82.58
651,Arabica,Colombia,1775.0,2012,Washed,7.33,7.42,7.58,7.42,7.67,7.5,10.0,10.0,0.11,10.0,0,2,2,82.58
652,Arabica,Brazil,975.0,2011,Semi-washed,7.58,7.5,7.33,7.75,7.5,7.5,10.0,10.0,0.0,10.0,0,0,4,82.58
653,Arabica,Brazil,890.0,2017,Natural,7.5,7.5,7.5,7.5,7.58,7.5,10.0,10.0,0.11,10.0,0,0,4,82.5
654,Arabica,Indonesia,1250.0,2017,Washed,7.83,7.75,7.25,7.5,7.42,7.33,10.0,10.0,0.11,10.0,0,0,5,82.5
655,Arabica,Honduras,1400.0,2017,Washed,7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,0.1,10.0,0,0,4,82.5
656,Arabica,Guatemala,371.61216,2016,Washed,7.5,7.5,7.33,7.5,7.67,7.5,10.0,10.0,0.1,10.0,2,0,2,82.5
657,Arabica,Thailand,800.0,2014,Washed,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10.0,0.12,10.0,0,0,0,82.5
658,Arabica,Thailand,1450.0,2014,Washed,7.33,7.5,7.5,7.5,7.67,7.5,10.0,10.0,0.11,10.0,0,0,0,82.5
659,Arabica,"Tanzania, United Republic Of",1600.0,2014,Washed,7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,0.12,10.0,0,0,1,82.5
660,Arabica,"Tanzania, United Republic Of",,2014,Washed,7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,0.12,10.0,0,0,3,82.5
661,Arabica,Mexico,1600.0,2013,Washed,7.42,7.58,7.5,7.67,7.25,7.5,10.0,10.0,0.0,10.0,0,0,1,82.5
662,Arabica,Brazil,1260.0,2013,Semi-washed,7.42,7.5,7.67,7.33,7.42,7.67,10.0,10.0,0.11,10.0,0,0,0,82.5
663,Arabica,Guatemala,399.48307200000005,2013,Washed,7.83,7.42,7.33,7.67,7.42,7.5,10.0,10.0,0.12,10.0,0,0,4,82.5
664,Arabica,Colombia,1750.0,2013,Washed,7.5,7.5,7.42,7.42,7.58,7.58,10.0,10.0,0.11,10.0,0,0,1,82.5
665,Arabica,Guatemala,399.48307200000005,2013,Washed,7.83,7.67,7.17,7.33,7.5,7.67,10.0,10.0,0.11,10.0,0,0,0,82.5
666,Arabica,Mexico,1679.0,2012,Washed,7.5,7.58,7.5,7.5,7.42,7.42,10.0,10.0,0.13,10.0,0,0,10,82.5
667,Arabica,Mexico,1100.0,2012,Washed,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,0.12,10.0,0,0,5,82.5
668,Arabica,Mexico,1650.0,2012,Semi-washed,7.92,7.5,7.33,7.58,7.25,7.42,10.0,10.0,0.11,10.0,0,0,2,82.5
669,Arabica,Guatemala,,2012,Natural,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,0.11,10.0,0,0,5,82.5
670,Arabica,Brazil,1250.0,2012,Semi-washed,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,0.0,10.0,0,0,4,82.5
671,Arabica,Colombia,1775.0,2012,Washed,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,0.11,10.0,0,1,3,82.5
672,Arabica,United States (Hawaii),,2012,Washed,7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,0.12,10.0,0,2,3,82.5
673,Arabica,Guatemala,1600.0,,Washed,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10.0,0.01,10.0,0,1,14,82.5
674,Arabica,Honduras,1500.0,2017,Washed,7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,0.12,10.0,1,0,6,82.42
675,Arabica,Guatemala,1700.0,2017,Washed,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,0.1,10.0,1,0,2,82.42
676,Arabica,Guatemala,1700.0,2016,Washed,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,0.12,10.0,0,0,0,82.42
677,Arabica,Guatemala,48.12377472000001,2017,Washed,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,0.12,10.0,0,0,0,82.42
678,Arabica,Guatemala,,2017,Washed,7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,0.11,10.0,2,0,3,82.42
679,Arabica,Colombia,1600.0,2016,Washed,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,0.11,10.0,0,0,1,82.42
680,Arabica,China,1600.0,2015,Washed,7.67,7.42,7.42,7.5,7.42,7.42,10.0,10.0,0.1,10.0,0,0,0,82.42
681,Arabica,Brazil,,2016,Natural,7.42,7.5,7.33,7.5,7.25,7.42,10.0,10.0,0.11,10.0,1,0,0,82.42
682,Arabica,"Tanzania, United Republic Of",2285.0,2015,Washed,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,0.13,10.0,0,0,7,82.42
683,Arabica,Brazil,1.0,2015,Natural,7.17,7.83,7.33,7.5,7.75,7.42,10.0,10.0,0.0,10.0,0,0,0,82.42
684,Arabica,Guatemala,1400.0,2013,Washed,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,0.1,10.0,0,0,0,82.42
685,Arabica,Mexico,1296.0,2014,Washed,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,0.11,10.0,0,0,0,82.42
686,Arabica,Brazil,1000.0,2012,Semi-washed,7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,0.12,10.0,0,0,1,82.42
687,Arabica,Peru,,2013,Washed,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10.0,0.0,10.0,0,0,3,82.42
688,Arabica,Brazil,1260.0,2013,Natural,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,0.0,10.0,0,0,0,82.42
689,Arabica,Mexico,1170.0,2013,Washed,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,0.12,10.0,0,0,0,82.42
690,Arabica,Honduras,,2012,Washed,7.25,7.67,7.42,7.17,7.75,7.5,10.0,10.0,0.09,10.0,0,0,2,82.42
691,Arabica,Colombia,1775.0,2013,Washed,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,0.11,10.0,0,0,9,82.42
692,Arabica,Mexico,1560.0,2013,Washed,7.5,7.42,7.42,7.67,7.42,7.58,10.0,10.0,0.12,10.0,0,0,5,82.42
693,Arabica,Mexico,1400.0,2012,Semi-washed,7.42,7.58,7.5,7.42,7.58,7.5,10.0,10.0,0.13,10.0,0,0,2,82.42
694,Arabica,Mexico,1300.0,2012,Washed,7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,0.14,10.0,0,0,9,82.42
695,Arabica,Mexico,1170.0,2012,Washed,7.75,7.33,7.25,7.58,7.58,7.33,10.0,10.0,0.13,10.0,0,0,1,82.42
696,Arabica,Mexico,1300.0,2012,Washed,7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,0.11,10.0,0,0,0,82.42
697,Arabica,Mexico,1350.0,2012,Washed,7.58,7.58,7.17,7.5,7.5,7.5,10.0,10.0,0.14,10.0,0,0,6,82.42
698,Arabica,Mexico,1150.0,2012,Washed,7.58,7.33,7.33,7.58,7.5,7.5,10.0,10.0,0.11,10.0,0,0,0,82.42
699,Arabica,Mexico,1250.0,2012,Washed,7.67,7.58,7.33,7.42,7.58,7.33,10.0,10.0,0.13,10.0,0,0,4,82.42
700,Arabica,Mexico,1450.0,2012,Washed,7.83,7.5,7.42,7.67,7.17,7.33,10.0,10.0,0.12,10.0,0,0,0,82.42
701,Arabica,Colombia,442.0,2012,Natural,7.67,7.33,7.25,7.42,7.5,7.67,10.0,10.0,0.0,10.0,0,0,2,82.42
702,Arabica,Brazil,,2012,Natural,7.75,7.5,7.42,7.42,7.5,7.42,10.0,10.0,0.11,10.0,0,0,2,82.42
703,Arabica,Colombia,1750.0,2011,Washed,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,0.0,10.0,0,0,2,82.42
704,Arabica,Colombia,1750.0,2011,Natural,7.58,7.25,7.42,7.25,7.58,7.83,10.0,10.0,0.02,10.0,0,0,1,82.42
705,Arabica,Honduras,1396.0,2017,Washed,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,0.1,10.0,1,0,8,82.33
706,Arabica,Brazil,982.0,2016,Natural,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,0.11,10.0,3,0,11,82.33
707,Arabica,Brazil,,2016,Natural,7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,0.11,10.0,4,0,14,82.33
708,Arabica,Brazil,934.0,2016,Natural,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,0.11,10.0,2,0,3,82.33
709,Arabica,Costa Rica,1850.0,2015,Washed,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,0.1,10.0,1,6,3,82.33
710,Arabica,Costa Rica,1550.0,2015,Washed,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,0.0,10.0,2,0,0,82.33
711,Arabica,China,1580.0,2015,Honey,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,0.12,10.0,6,0,2,82.33
712,Arabica,Brazil,1268.0,2015,Natural,8.25,7.83,7.25,8.33,8.17,8.08,10.0,10.0,0.07,6.67,0,0,0,82.33
713,Arabica,Brazil,,2015,Natural,7.42,7.5,7.5,7.42,7.5,7.58,10.0,10.0,0.11,10.0,0,0,10,82.33
714,Arabica,Guatemala,510.96672000000007,2015,Washed,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,0.1,10.0,0,0,6,82.33
715,Arabica,Malawi,1450.0,2014,Washed,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,0.12,10.0,0,0,0,82.33
716,Arabica,Brazil,1100.0,2014,Natural,7.75,8.08,7.67,8.08,8.08,8.0,10.0,6.67,0.11,10.0,0,0,0,82.33
717,Arabica,Guatemala,464.51520000000005,2014,Washed,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,0.12,10.0,0,0,3,82.33
718,Arabica,Mexico,,2014,Washed,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,0.11,10.0,0,0,0,82.33
719,Arabica,Colombia,1300.0,2013,Washed,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,0.1,10.0,0,0,2,82.33
720,Arabica,Taiwan,200.0,2013,Semi-washed,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,0.11,10.0,0,0,0,82.33
721,Arabica,Taiwan,600.0,2013,Washed,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,0.11,10.0,0,0,0,82.33
722,Arabica,Guatemala,399.48307200000005,2013,Washed,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,0.12,10.0,0,2,1,82.33
723,Arabica,Colombia,1750.0,2013,Washed,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,0.0,10.0,0,0,1,82.33
724,Arabica,Mexico,1300.0,2013,Washed,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,0.12,10.0,0,0,3,82.33
725,Arabica,Costa Rica,,2012,Washed,7.92,7.58,7.25,7.75,7.92,7.58,9.33,10.0,0.0,9.33,0,0,14,82.33
726,Arabica,Guatemala,534.19248,2012,Washed,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,0.11,10.0,0,0,3,82.33
727,Arabica,Mexico,441.0,2012,Natural,7.58,7.67,7.58,7.33,7.0,7.58,10.0,10.0,0.15,10.0,0,1,8,82.33
728,Arabica,Mexico,1170.0,2012,Washed,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,0.13,10.0,0,0,9,82.33
729,Arabica,Guatemala,399.48307200000005,2012,Washed,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,0.1,10.0,0,2,5,82.33
730,Arabica,Brazil,1100.0,2012,Natural,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,0.12,10.0,0,0,2,82.33
731,Arabica,Mexico,1300.0,2012,Washed,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,0.11,10.0,0,0,0,82.33
732,Arabica,Brazil,950.0,2012,Washed,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,0.11,10.0,0,0,2,82.33
733,Arabica,Colombia,442.0,2012,Natural,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,0.0,10.0,0,0,0,82.33
734,Arabica,Brazil,1100.0,,Washed,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,0.09,10.0,6,2,10,82.25
735,Arabica,Taiwan,,2016,Semi-washed,7.0,7.08,7.0,7.17,7.0,7.0,10.0,10.0,0.1,10.0,0,0,0,82.25
736,Arabica,Guatemala,1450.0,2016,Washed,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,0.11,10.0,2,0,2,82.25
737,Arabica,Brazil,1.0,2015,Natural,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,0.0,10.0,0,0,9,82.25
738,Arabica,El Salvador,1500.0,2014,Washed,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,0.12,9.33,0,0,0,82.25
739,Arabica,Honduras,1350.0,2015,Washed,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,0.11,10.0,0,0,2,82.25
740,Arabica,Malawi,1180.0,2014,Washed,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,0.13,10.0,0,0,0,82.25
741,Arabica,Brazil,1100.0,2014,Natural,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,0.11,10.0,0,0,0,82.25
742,Arabica,Taiwan,650.0,2013,Washed,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,0.11,10.0,0,0,0,82.25
743,Arabica,Mexico,1338.0,2013,Washed,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,0.12,10.0,0,0,4,82.25
744,Arabica,United States (Hawaii),,2013,Natural,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,0.0,10.0,0,0,1,82.25
745,Arabica,Mexico,533.0,2012,Washed,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,0.16,10.0,0,3,8,82.25
